airline	days_week	flight	route_from	route_to	valid_from	valid_till	encity_from	encity_to	encountry_from	encountry_to
PS	1234567	PS517	KBP	TBS	01.09.2017	19.09.2017	Kiev	Tbilisi	Ukraine	Georgia
PS	1234567	PS518	TBS	KBP	01.09.2017	20.09.2017	Tbilisi	Kiev	Georgia	Ukraine
PS	1234567	PS516	TBS	KBP	01.09.2017	17.09.2017	Tbilisi	Kiev	Georgia	Ukraine
PS	1234567	PS353	KBP	ATH	31.08.2017	17.09.2017	Kiev	Athens	Ukraine	Greece
PS	1234567	PS354	ATH	KBP	31.08.2017	17.09.2017	Athens	Kiev	Greece	Ukraine
PS	1234567	PS991	KBP	BCN	01.09.2017	15.09.2017	Kiev	Barcelona	Ukraine	Spain
PS	1234567	PS992	BCN	KBP	01.09.2017	15.09.2017	Barcelona	Kiev	Spain	Ukraine
PS	246	PS945	KBP	MAD	31.08.2017	14.09.2017	Kiev	Madrid	Ukraine	Spain
PS	357	PS946	MAD	KBP	01.09.2017	15.09.2017	Madrid	Kiev	Spain	Ukraine
PS	25	PS987	KBP	PMI	29.08.2017	29.09.2017	Kiev	Palma	Ukraine	Spain
PS	5	PS988	PMI	KBP	01.09.2017	29.09.2017	Palma	Kiev	Spain	Ukraine
PS	2	PS988	PMI	KBP	29.08.2017	26.09.2017	Palma	Kiev	Spain	Ukraine
PS	1234567	PS775	KBP	TLV	01.09.2017	08.09.2017	Kiev	Tel-aviv	Ukraine	Israel
PS	123457	PS779	KBP	TLV	01.09.2017	17.09.2017	Kiev	Tel-aviv	Ukraine	Israel
PS	367	PS781	KBP	TLV	02.09.2017	06.09.2017	Kiev	Tel-aviv	Ukraine	Israel
PS	1234567	PS777	KBP	TLV	01.09.2017	16.09.2017	Kiev	Tel-aviv	Ukraine	Israel
PS	1234567	PS778	TLV	KBP	01.09.2017	17.09.2017	Tel-aviv	Kiev	Israel	Ukraine
PS	4	PS772	TLV	KBP	07.09.2017	07.09.2017	Tel-aviv	Kiev	Israel	Ukraine
PS	1	PS772	TLV	KBP	04.09.2017	04.09.2017	Tel-aviv	Kiev	Israel	Ukraine
PS	1234567	PS776	TLV	KBP	01.09.2017	08.09.2017	Tel-aviv	Kiev	Israel	Ukraine
PS	123457	PS780	TLV	KBP	01.09.2017	17.09.2017	Tel-aviv	Kiev	Israel	Ukraine
PS	6	PS782	TLV	KBP	02.09.2017	02.09.2017	Tel-aviv	Kiev	Israel	Ukraine
PS	2345	PS751	KBP	IKA	25.08.2017	15.09.2017	Kiev	Tehran	Ukraine	Iran
PS	3456	PS752	IKA	KBP	26.08.2017	15.09.2017	Tehran	Kiev	Iran	Ukraine
PS	46	PS335	KBP	VCE	17.08.2017	28.10.2017	Kiev	Venice	Ukraine	Italy
PS	1	PS335	KBP	VCE	04.09.2017	04.09.2017	Kiev	Venice	Ukraine	Italy
PS	46	PS336	VCE	KBP	17.08.2017	28.10.2017	Venice	Kiev	Italy	Ukraine
PS	1	PS336	VCE	KBP	04.09.2017	04.09.2017	Venice	Kiev	Italy	Ukraine
PS	1234567	PS315	KBP	BGY	26.08.2017	08.09.2017	Kiev	Bergamo	Ukraine	Italy
PS	257	PS316	BGY	KBP	27.08.2017	08.09.2017	Bergamo	Kiev	Italy	Ukraine
PS	1346	PS316	BGY	KBP	02.09.2017	07.09.2017	Bergamo	Kiev	Italy	Ukraine
PS	1234567	PS311	KBP	MXP	30.08.2017	19.09.2017	Kiev	Milano	Ukraine	Italy
PS	1234567	PS312	MXP	KBP	30.08.2017	19.09.2017	Milano	Kiev	Italy	Ukraine
PS	1234567	PS305	KBP	FCO	01.09.2017	18.09.2017	Kiev	Rome	Ukraine	Italy
PS	14	PS307	KBP	FCO	31.08.2017	14.09.2017	Kiev	Rome	Ukraine	Italy
PS	5	PS307	KBP	FCO	01.09.2017	15.09.2017	Kiev	Rome	Ukraine	Italy
PS	256	PS308	FCO	KBP	01.09.2017	15.09.2017	Rome	Kiev	Italy	Ukraine
PS	1234567	PS306	FCO	KBP	01.09.2017	18.09.2017	Rome	Kiev	Italy	Ukraine
PS	12457	PS761	KBP	AMM	01.09.2017	15.09.2017	Kiev	Amman	Ukraine	Jordan
PS	12356	PS762	AMM	KBP	01.09.2017	16.09.2017	Amman	Kiev	Jordan	Ukraine
PS	1234567	PS287	KBP	PEK	22.08.2017	08.09.2017	Kiev	Beijing	Ukraine	China
PS	1234567	PS288	PEK	KBP	23.08.2017	08.09.2017	Beijing	Kiev	China	Ukraine
PS	1234567	PS341	KBP	LCA	01.09.2017	15.09.2017	Kiev	Larnaca	Ukraine	Cyprus
PS	1346	PS343	KBP	LCA	02.09.2017	20.09.2017	Kiev	Larnaca	Ukraine	Cyprus
PS	2457	PS344	LCA	KBP	01.09.2017	21.09.2017	Larnaca	Kiev	Cyprus	Ukraine
PS	1234567	PS342	LCA	KBP	01.09.2017	15.09.2017	Larnaca	Kiev	Cyprus	Ukraine
PS	123567	PS533	KBP	TSE	01.09.2017	08.09.2017	Kiev	Tselinograd	Ukraine	Kazakhstan
PS	123467	PS534	TSE	KBP	02.09.2017	09.09.2017	Tselinograd	Kiev	Kazakhstan	Ukraine
PS	1234567	PS537	KBP	ALA	24.08.2017	13.09.2017	Kiev	Almaty	Ukraine	Kazakhstan
PS	1234567	PS538	ALA	KBP	25.08.2017	14.09.2017	Almaty	Kiev	Kazakhstan	Ukraine
PS	1357	PS185	KBP	RIX	25.08.2017	10.09.2017	Kiev	Riga	Ukraine	Latvia
PS	246	PS185	KBP	RIX	29.08.2017	16.09.2017	Kiev	Riga	Ukraine	Latvia
PS	7	PS9401	KBP	RIX	26.03.2017	22.10.2017	Kiev	Riga	Ukraine	Latvia
PS	123456	PS9401	KBP	RIX	28.07.2017	28.10.2017	Kiev	Riga	Ukraine	Latvia
PS	123456	PS9413	KBP	RIX	01.06.2017	28.10.2017	Kiev	Riga	Ukraine	Latvia
PS	123457	PS9405	KBP	RIX	26.03.2017	27.10.2017	Kiev	Riga	Ukraine	Latvia
PS	1357	PS186	RIX	KBP	25.08.2017	10.09.2017	Riga	Kiev	Latvia	Ukraine
PS	246	PS186	RIX	KBP	29.08.2017	16.09.2017	Riga	Kiev	Latvia	Ukraine
PS	7	PS9400	RIX	KBP	26.03.2017	22.10.2017	Riga	Kiev	Latvia	Ukraine
PS	123456	PS9400	RIX	KBP	28.07.2017	28.10.2017	Riga	Kiev	Latvia	Ukraine
PS	123456	PS9402	RIX	KBP	01.06.2017	28.10.2017	Riga	Kiev	Latvia	Ukraine
PS	123457	PS9404	RIX	KBP	26.03.2017	27.10.2017	Riga	Kiev	Latvia	Ukraine
PS	123567	PS177	KBP	VNO	01.09.2017	08.09.2017	Kiev	Vilnius	Ukraine	Lithuania
PS	4	PS177	KBP	VNO	07.09.2017	14.09.2017	Kiev	Vilnius	Ukraine	Lithuania
PS	1347	PS181	KBP	VNO	31.08.2017	28.09.2017	Kiev	Vilnius	Ukraine	Lithuania
PS	1234567	PS183	KBP	VNO	01.09.2017	08.09.2017	Kiev	Vilnius	Ukraine	Lithuania
PS	1234567	PS184	VNO	KBP	01.09.2017	08.09.2017	Vilnius	Kiev	Lithuania	Ukraine
PS	1234567	PS178	VNO	KBP	01.09.2017	08.09.2017	Vilnius	Kiev	Lithuania	Ukraine
PS	1347	PS182	VNO	KBP	31.08.2017	28.09.2017	Vilnius	Kiev	Lithuania	Ukraine
PS	5	PS197	KBP	PLQ	01.09.2017	15.09.2017	Kiev	Palanga	Ukraine	Lithuania
PS	37	PS197	KBP	PLQ	03.09.2017	06.09.2017	Kiev	Palanga	Ukraine	Lithuania
PS	5	PS198	PLQ	KBP	01.09.2017	15.09.2017	Palanga	Kiev	Lithuania	Ukraine
PS	37	PS198	PLQ	KBP	03.09.2017	06.09.2017	Palanga	Kiev	Lithuania	Ukraine
PS	1234567	PS897	KBP	KIV	21.08.2017	18.09.2017	Kiev	Chisinau	Ukraine	Moldova
PS	1234567	PS898	KIV	KBP	21.08.2017	19.09.2017	Chisinau	Kiev	Moldova	Ukraine
PS	13467	PS423	KBP	TXL	02.09.2017	07.09.2017	Kiev	Berlin	Ukraine	Germany
PS	25	PS423	KBP	TXL	25.08.2017	15.09.2017	Kiev	Berlin	Ukraine	Germany
PS	13467	PS424	TXL	KBP	02.09.2017	07.09.2017	Berlin	Kiev	Germany	Ukraine
PS	25	PS424	TXL	KBP	25.08.2017	15.09.2017	Berlin	Kiev	Germany	Ukraine
PS	1234567	PS411	KBP	DUS	01.09.2017	15.09.2017	Kiev	Dusseldorf	Ukraine	Germany
PS	1234567	PS412	DUS	KBP	01.09.2017	15.09.2017	Dusseldorf	Kiev	Germany	Ukraine
PS	1346	PS415	KBP	MUC	02.09.2017	14.09.2017	Kiev	Munich	Ukraine	Germany
PS	257	PS415	KBP	MUC	01.09.2017	22.09.2017	Kiev	Munich	Ukraine	Germany
PS	1346	PS416	MUC	KBP	02.09.2017	14.09.2017	Munich	Kiev	Germany	Ukraine
PS	257	PS416	MUC	KBP	01.09.2017	22.09.2017	Munich	Kiev	Germany	Ukraine
PS	1234567	PS401	KBP	FRA	01.09.2017	15.09.2017	Kiev	Frankfurt	Ukraine	Germany
PS	1234567	PS402	FRA	KBP	01.09.2017	15.09.2017	Frankfurt	Kiev	Germany	Ukraine
PS	1234567	PS101	KBP	AMS	01.09.2017	08.09.2017	Kiev	Amsterdam	Ukraine	Netherlands
PS	1234567	PS105	KBP	AMS	01.09.2017	08.09.2017	Kiev	Amsterdam	Ukraine	Netherlands
PS	1234567	PS9384	KBP	AMS	26.03.2017	28.10.2017	Kiev	Amsterdam	Ukraine	Netherlands
PS	1234567	PS9386	KBP	AMS	17.08.2017	28.10.2017	Kiev	Amsterdam	Ukraine	Netherlands
PS	1234567	PS106	AMS	KBP	01.09.2017	08.09.2017	Amsterdam	Kiev	Netherlands	Ukraine
PS	1234567	PS102	AMS	KBP	01.09.2017	08.09.2017	Amsterdam	Kiev	Netherlands	Ukraine
PS	1234567	PS9385	AMS	KBP	26.03.2017	28.10.2017	Amsterdam	Kiev	Netherlands	Ukraine
PS	1234567	PS9383	AMS	KBP	26.03.2017	28.10.2017	Amsterdam	Kiev	Netherlands	Ukraine
PS	123567	PS373	KBP	DXB	25.08.2017	30.09.2017	Kiev	Dubai	Ukraine	United Arab Emirates
PS	4	PS374	DXB	KBP	31.08.2017	28.09.2017	Dubai	Kiev	United Arab Emirates	Ukraine
PS	1367	PS374	DXB	KBP	21.08.2017	30.09.2017	Dubai	Kiev	United Arab Emirates	Ukraine
PS	2	PS374	DXB	KBP	22.08.2017	26.09.2017	Dubai	Kiev	United Arab Emirates	Ukraine
PS	1346	PS801	KBP	WAW	02.09.2017	07.09.2017	Kiev	Warsaw	Ukraine	Poland
PS	257	PS801	KBP	WAW	01.09.2017	08.09.2017	Kiev	Warsaw	Ukraine	Poland
PS	1234567	PS803	KBP	WAW	01.09.2017	11.09.2017	Kiev	Warsaw	Ukraine	Poland
PS	1234567	PS804	WAW	KBP	01.09.2017	12.09.2017	Warsaw	Kiev	Poland	Ukraine
PS	1346	PS802	WAW	KBP	02.09.2017	07.09.2017	Warsaw	Kiev	Poland	Ukraine
PS	257	PS802	WAW	KBP	01.09.2017	08.09.2017	Warsaw	Kiev	Poland	Ukraine
PS	1357	PS1560	KBP	OTP	31.05.2017	27.10.2017	Kiev	Bucharest	Ukraine	Romania
PS	1357	PS1561	OTP	KBP	26.03.2017	27.10.2017	Bucharest	Kiev	Romania	Ukraine
PS	1234567	PS231	KBP	JFK	01.09.2017	08.09.2017	Kiev	New York	Ukraine	United States
PS	1234567	PS232	JFK	KBP	01.09.2017	09.09.2017	New York	Kiev	United States	Ukraine
PS	367	PS271	KBP	BKK	19.08.2017	13.09.2017	Kiev	Bangkok	Ukraine	Thailand
PS	147	PS272	BKK	KBP	27.08.2017	14.09.2017	Bangkok	Kiev	Thailand	Ukraine
PS	23567	PS721	KBP	ESB	25.08.2017	08.09.2017	Kiev	Ankara	Ukraine	Turkey
PS	14	PS721	KBP	ESB	04.09.2017	11.09.2017	Kiev	Ankara	Ukraine	Turkey
PS	1234567	PS722	ESB	KBP	01.09.2017	08.09.2017	Ankara	Kiev	Turkey	Ukraine
PS	12	PS711	KBP	IST	04.09.2017	05.09.2017	Kiev	Istanbul	Ukraine	Turkey
PS	1234567	PS713	KBP	IST	28.08.2017	29.09.2017	Kiev	Istanbul	Ukraine	Turkey
PS	1234567	PS715	KBP	IST	26.08.2017	11.09.2017	Kiev	Istanbul	Ukraine	Turkey
PS	134567	PS9558	KBP	IST	30.03.2017	28.10.2017	Kiev	Istanbul	Ukraine	Turkey
PS	2	PS9558	KBP	IST	04.04.2017	24.10.2017	Kiev	Istanbul	Ukraine	Turkey
PS	57	PS9572	KBP	IST	02.07.2017	27.10.2017	Kiev	Istanbul	Ukraine	Turkey
PS	1234567	PS716	IST	KBP	27.08.2017	12.09.2017	Istanbul	Kiev	Turkey	Ukraine
PS	12	PS712	IST	KBP	04.09.2017	05.09.2017	Istanbul	Kiev	Turkey	Ukraine
PS	1234567	PS714	IST	KBP	28.08.2017	29.09.2017	Istanbul	Kiev	Turkey	Ukraine
PS	134567	PS9557	IST	KBP	30.03.2017	28.10.2017	Istanbul	Kiev	Turkey	Ukraine
PS	2	PS9557	IST	KBP	04.04.2017	24.10.2017	Istanbul	Kiev	Turkey	Ukraine
PS	57	PS9571	IST	KBP	02.07.2017	27.10.2017	Istanbul	Kiev	Turkey	Ukraine
PS	1234567	PS813	KBP	BUD	01.09.2017	08.09.2017	Kiev	Budapest	Ukraine	Hungary
PS	1234567	PS814	BUD	KBP	01.09.2017	08.09.2017	Budapest	Kiev	Hungary	Ukraine
PS	347	PS151	KBP	HEL	30.08.2017	21.09.2017	Kiev	Helsinki	Ukraine	Finland
PS	1256	PS151	KBP	HEL	26.08.2017	09.09.2017	Kiev	Helsinki	Ukraine	Finland
PS	347	PS152	HEL	KBP	30.08.2017	21.09.2017	Helsinki	Kiev	Finland	Ukraine
PS	156	PS152	HEL	KBP	26.08.2017	30.09.2017	Helsinki	Kiev	Finland	Ukraine
PS	2	PS152	HEL	KBP	22.08.2017	05.09.2017	Helsinki	Kiev	Finland	Ukraine
PS	7	PS135	KBP	NCE	03.09.2017	03.09.2017	Kiev	Nice	Ukraine	France
PS	256	PS135	KBP	NCE	01.09.2017	05.09.2017	Kiev	Nice	Ukraine	France
PS	7	PS136	NCE	KBP	03.09.2017	03.09.2017	Nice	Kiev	France	Ukraine
PS	256	PS136	NCE	KBP	01.09.2017	05.09.2017	Nice	Kiev	France	Ukraine
PS	1234567	PS127	KBP	CDG	29.08.2017	17.09.2017	Kiev	Paris	Ukraine	France
PS	1234567	PS129	KBP	CDG	27.08.2017	17.09.2017	Kiev	Paris	Ukraine	France
PS	1234567	PS9283	KBP	CDG	01.06.2017	24.10.2017	Kiev	Paris	Ukraine	France
PS	1234567	PS9263	KBP	CDG	27.05.2017	28.10.2017	Kiev	Paris	Ukraine	France
PS	1234567	PS130	CDG	KBP	28.08.2017	17.09.2017	Paris	Kiev	France	Ukraine
PS	1234567	PS128	CDG	KBP	29.08.2017	17.09.2017	Paris	Kiev	France	Ukraine
PS	1234567	PS9262	CDG	KBP	27.05.2017	28.10.2017	Paris	Kiev	France	Ukraine
PS	1234567	PS9282	CDG	KBP	31.05.2017	23.10.2017	Paris	Kiev	France	Ukraine
PS	5	PS807	KBP	PRG	25.08.2017	15.09.2017	Kiev	Prague	Ukraine	Czech Republic
PS	127	PS807	KBP	PRG	21.08.2017	24.09.2017	Kiev	Prague	Ukraine	Czech Republic
PS	346	PS807	KBP	PRG	02.09.2017	16.09.2017	Kiev	Prague	Ukraine	Czech Republic
PS	146	PS809	KBP	PRG	28.08.2017	23.09.2017	Kiev	Prague	Ukraine	Czech Republic
PS	257	PS810	PRG	KBP	29.08.2017	24.09.2017	Prague	Kiev	Czech Republic	Ukraine
PS	1257	PS808	PRG	KBP	29.08.2017	19.09.2017	Prague	Kiev	Czech Republic	Ukraine
PS	346	PS808	PRG	KBP	02.09.2017	16.09.2017	Prague	Kiev	Czech Republic	Ukraine
PS	1234567	PS485	KBP	GVA	01.09.2017	29.09.2017	Kiev	Geneva	Ukraine	Switzerland
PS	1234567	PS486	GVA	KBP	01.09.2017	29.09.2017	Geneva	Kiev	Switzerland	Ukraine
PS	1234567	PS471	KBP	ZRH	01.09.2017	12.09.2017	Kiev	Zurich	Ukraine	Switzerland
PS	1234567	PS472	ZRH	KBP	01.09.2017	12.09.2017	Zurich	Kiev	Switzerland	Ukraine
PS	26	PS387	KBP	CMB	02.09.2017	28.10.2017	Kiev	Colombo	Ukraine	Sri Lanka
PS	26	PS388	CMB	KBP	02.09.2017	24.10.2017	Colombo	Kiev	Sri Lanka	Ukraine
PS	1345	PS171	KBP	ARN	01.09.2017	15.09.2017	Kiev	Stockholm	Ukraine	Sweden
PS	267	PS171	KBP	ARN	02.09.2017	10.09.2017	Kiev	Stockholm	Ukraine	Sweden
PS	1234567	PS173	KBP	ARN	01.09.2017	08.09.2017	Kiev	Stockholm	Ukraine	Sweden
PS	1234567	PS174	ARN	KBP	01.09.2017	08.09.2017	Stockholm	Kiev	Sweden	Ukraine
PS	1345	PS172	ARN	KBP	01.09.2017	15.09.2017	Stockholm	Kiev	Sweden	Ukraine
PS	267	PS172	ARN	KBP	02.09.2017	10.09.2017	Stockholm	Kiev	Sweden	Ukraine
PS	1234567	PS9834	LWO	VIE	07.07.2017	28.10.2017	Lviv	Vienna	Ukraine	Austria
PS	1234567	PS9833	VIE	LWO	23.06.2017	28.10.2017	Vienna	Lviv	Austria	Ukraine
PS	47	PS9686	LWO	GYD	18.06.2017	24.09.2017	Lviv	Baku	Ukraine	Azerbaijan
PS	47	PS9685	GYD	LWO	18.06.2017	24.09.2017	Baku	Lviv	Azerbaijan	Ukraine
PS	27	PS943	LWO	MAD	27.08.2017	19.09.2017	Lviv	Madrid	Ukraine	Spain
PS	13	PS944	MAD	LWO	21.08.2017	13.09.2017	Madrid	Lviv	Spain	Ukraine
PS	37	PS783	LWO	TLV	03.09.2017	27.09.2017	Lviv	Tel-aviv	Ukraine	Israel
PS	37	PS784	TLV	LWO	03.09.2017	27.09.2017	Tel-aviv	Lviv	Israel	Ukraine
PS	14	PS301	LWO	BLQ	28.08.2017	14.09.2017	Lviv	Bologna	Ukraine	Italy
PS	25	PS302	BLQ	LWO	29.08.2017	15.09.2017	Bologna	Lviv	Italy	Ukraine
PS	6	PS329	LWO	FCO	26.08.2017	30.09.2017	Lviv	Rome	Ukraine	Italy
PS	7	PS330	FCO	LWO	27.08.2017	24.09.2017	Rome	Lviv	Italy	Ukraine
PS	6	PS167	LWO	VNO	02.09.2017	02.09.2017	Lviv	Vilnius	Ukraine	Lithuania
PS	5	PS168	VNO	LWO	01.09.2017	01.09.2017	Vilnius	Lviv	Lithuania	Ukraine
PS	1234567	PS9878	ODS	VIE	06.06.2017	28.10.2017	Odessa	Vienna	Ukraine	Austria
PS	1234567	PS9877	VIE	ODS	06.06.2017	28.10.2017	Vienna	Odessa	Austria	Ukraine
PS	3	PS605	ODS	GYD	06.09.2017	20.09.2017	Odessa	Baku	Ukraine	Azerbaijan
PS	4	PS606	GYD	ODS	07.09.2017	21.09.2017	Baku	Odessa	Azerbaijan	Ukraine
PS	5	PS615	ODS	EVN	01.09.2017	08.09.2017	Odessa	Yerevan	Ukraine	Armenia
PS	6	PS616	EVN	ODS	02.09.2017	09.09.2017	Yerevan	Odessa	Armenia	Ukraine
PS	1234567	PS787	ODS	TLV	01.09.2017	15.09.2017	Odessa	Tel-aviv	Ukraine	Israel
PS	1234567	PS788	TLV	ODS	01.09.2017	15.09.2017	Tel-aviv	Odessa	Israel	Ukraine
PS	25	PS179	ODS	VNO	01.09.2017	19.09.2017	Odessa	Vilnius	Ukraine	Lithuania
PS	14	PS180	VNO	ODS	31.08.2017	18.09.2017	Vilnius	Odessa	Lithuania	Ukraine
PS	1234567	PS719	ODS	IST	27.08.2017	12.09.2017	Odessa	Istanbul	Ukraine	Turkey
PS	1234567	PS717	ODS	IST	01.09.2017	08.09.2017	Odessa	Istanbul	Ukraine	Turkey
PS	123456	PS9566	ODS	IST	30.03.2017	28.10.2017	Odessa	Istanbul	Ukraine	Turkey
PS	12457	PS9568	ODS	IST	30.03.2017	27.10.2017	Odessa	Istanbul	Ukraine	Turkey
PS	1234567	PS718	IST	ODS	01.09.2017	08.09.2017	Istanbul	Odessa	Turkey	Ukraine
PS	1234567	PS720	IST	ODS	26.08.2017	11.09.2017	Istanbul	Odessa	Turkey	Ukraine
PS	123456	PS9565	IST	ODS	30.03.2017	28.10.2017	Istanbul	Odessa	Turkey	Ukraine
PS	12457	PS9567	IST	ODS	30.03.2017	27.10.2017	Istanbul	Odessa	Turkey	Ukraine
PS	25	PS501	HRK	KUT	22.08.2017	29.09.2017	Kharkiv	Kutaisi	Ukraine	Georgia
PS	36	PS502	KUT	HRK	23.08.2017	30.09.2017	Kutaisi	Kharkiv	Georgia	Ukraine
PS	1347	PS793	HRK	TLV	31.08.2017	28.09.2017	Kharkiv	Tel-aviv	Ukraine	Israel
